,Type,Severity,County,Date,Latitude,Longitude,DateCounty
332883,Rain,Light,Riverside,03-18,33.6192,-114.7169,03-18-Riverside
332884,Rain,Moderate,Riverside,03-18,33.6192,-114.7169,03-18-Riverside
332885,Rain,Moderate,Riverside,03-18,33.6192,-114.7169,03-18-Riverside
332886,Rain,Light,Riverside,03-19,33.6192,-114.7169,03-19-Riverside
332887,Rain,Light,Riverside,03-19,33.6192,-114.7169,03-19-Riverside
332888,Rain,Light,Riverside,04-08,33.6192,-114.7169,04-08-Riverside
332889,Rain,Moderate,Riverside,04-08,33.6192,-114.7169,04-08-Riverside
332890,Rain,Light,Riverside,04-09,33.6192,-114.7169,04-09-Riverside
332891,Rain,Light,Riverside,04-10,33.6192,-114.7169,04-10-Riverside
332892,Rain,Light,Riverside,04-10,33.6192,-114.7169,04-10-Riverside
332893,Rain,Light,Riverside,04-11,33.6192,-114.7169,04-11-Riverside
332894,Rain,Light,Riverside,04-11,33.6192,-114.7169,04-11-Riverside
332895,Rain,Moderate,Riverside,04-11,33.6192,-114.7169,04-11-Riverside
332896,Rain,Light,Riverside,04-11,33.6192,-114.7169,04-11-Riverside
332899,Rain,Light,Riverside,05-12,33.6192,-114.7169,05-12-Riverside
332900,Rain,Light,Riverside,05-19,33.6192,-114.7169,05-19-Riverside
332901,Rain,Light,Riverside,05-19,33.6192,-114.7169,05-19-Riverside
332927,Rain,Light,Riverside,12-10,33.6192,-114.7169,12-10-Riverside
370318,Rain,Light,Santa Clara,08-16,37.4059,-122.049,08-16-Santa Clara
491717,Rain,Light,Los Angeles,01-17,34.086,-118.0348,01-17-Los Angeles
491749,Rain,Light,Los Angeles,02-09,34.086,-118.0348,02-09-Los Angeles
491750,Rain,Light,Los Angeles,02-09,34.086,-118.0348,02-09-Los Angeles
491751,Rain,Light,Los Angeles,02-09,34.086,-118.0348,02-09-Los Angeles
491753,Rain,Light,Los Angeles,02-10,34.086,-118.0348,02-10-Los Angeles
491766,Rain,Light,Los Angeles,02-22,34.086,-118.0348,02-22-Los Angeles
491767,Rain,Light,Los Angeles,02-22,34.086,-118.0348,02-22-Los Angeles
491768,Rain,Moderate,Los Angeles,02-22,34.086,-118.0348,02-22-Los Angeles
491769,Rain,Light,Los Angeles,02-22,34.086,-118.0348,02-22-Los Angeles
491770,Rain,Light,Los Angeles,02-23,34.086,-118.0348,02-23-Los Angeles
491774,Rain,Light,Los Angeles,03-01,34.086,-118.0348,03-01-Los Angeles
491775,Rain,Light,Los Angeles,03-02,34.086,-118.0348,03-02-Los Angeles
491777,Rain,Light,Los Angeles,03-02,34.086,-118.0348,03-02-Los Angeles
491785,Rain,Light,Los Angeles,03-10,34.086,-118.0348,03-10-Los Angeles
491786,Rain,Light,Los Angeles,03-10,34.086,-118.0348,03-10-Los Angeles
491787,Rain,Light,Los Angeles,03-10,34.086,-118.0348,03-10-Los Angeles
491788,Rain,Light,Los Angeles,03-10,34.086,-118.0348,03-10-Los Angeles
491789,Rain,Light,Los Angeles,03-12,34.086,-118.0348,03-12-Los Angeles
491790,Rain,Moderate,Los Angeles,03-12,34.086,-118.0348,03-12-Los Angeles
491791,Rain,Light,Los Angeles,03-12,34.086,-118.0348,03-12-Los Angeles
491792,Rain,Moderate,Los Angeles,03-12,34.086,-118.0348,03-12-Los Angeles
491793,Rain,Light,Los Angeles,03-12,34.086,-118.0348,03-12-Los Angeles
491796,Rain,Light,Los Angeles,03-13,34.086,-118.0348,03-13-Los Angeles
491797,Rain,Moderate,Los Angeles,03-13,34.086,-118.0348,03-13-Los Angeles
491798,Rain,Light,Los Angeles,03-13,34.086,-118.0348,03-13-Los Angeles
491799,Rain,Light,Los Angeles,03-13,34.086,-118.0348,03-13-Los Angeles
491800,Rain,Light,Los Angeles,03-14,34.086,-118.0348,03-14-Los Angeles
491804,Rain,Light,Los Angeles,03-15,34.086,-118.0348,03-15-Los Angeles
491805,Rain,Light,Los Angeles,03-15,34.086,-118.0348,03-15-Los Angeles
491806,Rain,Light,Los Angeles,03-16,34.086,-118.0348,03-16-Los Angeles
491807,Rain,Light,Los Angeles,03-17,34.086,-118.0348,03-17-Los Angeles
491808,Rain,Moderate,Los Angeles,03-17,34.086,-118.0348,03-17-Los Angeles
491809,Rain,Light,Los Angeles,03-17,34.086,-118.0348,03-17-Los Angeles
491811,Rain,Light,Los Angeles,03-19,34.086,-118.0348,03-19-Los Angeles
491812,Rain,Light,Los Angeles,03-20,34.086,-118.0348,03-20-Los Angeles
491813,Rain,Light,Los Angeles,03-20,34.086,-118.0348,03-20-Los Angeles
491814,Rain,Light,Los Angeles,03-22,34.086,-118.0348,03-22-Los Angeles
491815,Rain,Light,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491816,Rain,Moderate,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491817,Rain,Heavy,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491818,Rain,Light,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491819,Rain,Light,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491820,Rain,Light,Los Angeles,03-23,34.086,-118.0348,03-23-Los Angeles
491823,Rain,Light,Los Angeles,04-05,34.086,-118.0348,04-05-Los Angeles
491824,Rain,Light,Los Angeles,04-05,34.086,-118.0348,04-05-Los Angeles
491826,Rain,Light,Los Angeles,04-05,34.086,-118.0348,04-05-Los Angeles
491827,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491828,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491829,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491830,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491831,Rain,Moderate,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491832,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491833,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491834,Rain,Light,Los Angeles,04-06,34.086,-118.0348,04-06-Los Angeles
491835,Rain,Light,Los Angeles,04-07,34.086,-118.0348,04-07-Los Angeles
491836,Rain,Light,Los Angeles,04-07,34.086,-118.0348,04-07-Los Angeles
491837,Rain,Light,Los Angeles,04-07,34.086,-118.0348,04-07-Los Angeles
491838,Rain,Light,Los Angeles,04-07,34.086,-118.0348,04-07-Los Angeles
491839,Rain,Light,Los Angeles,04-07,34.086,-118.0348,04-07-Los Angeles
491840,Rain,Light,Los Angeles,04-08,34.086,-118.0348,04-08-Los Angeles
491841,Rain,Light,Los Angeles,04-08,34.086,-118.0348,04-08-Los Angeles
491842,Rain,Light,Los Angeles,04-08,34.086,-118.0348,04-08-Los Angeles
491843,Rain,Light,Los Angeles,04-08,34.086,-118.0348,04-08-Los Angeles
491844,Rain,Light,Los Angeles,04-09,34.086,-118.0348,04-09-Los Angeles
491845,Rain,Light,Los Angeles,04-09,34.086,-118.0348,04-09-Los Angeles
491846,Rain,Light,Los Angeles,04-09,34.086,-118.0348,04-09-Los Angeles
491847,Rain,Moderate,Los Angeles,04-10,34.086,-118.0348,04-10-Los Angeles
491848,Rain,Light,Los Angeles,04-10,34.086,-118.0348,04-10-Los Angeles
491849,Rain,Light,Los Angeles,04-10,34.086,-118.0348,04-10-Los Angeles
491850,Rain,Light,Los Angeles,04-10,34.086,-118.0348,04-10-Los Angeles
491851,Rain,Light,Los Angeles,04-11,34.086,-118.0348,04-11-Los Angeles
491852,Rain,Light,Los Angeles,04-12,34.086,-118.0348,04-12-Los Angeles
491869,Rain,Light,Los Angeles,05-11,34.086,-118.0348,05-11-Los Angeles
491870,Rain,Light,Los Angeles,05-18,34.086,-118.0348,05-18-Los Angeles
491871,Rain,Light,Los Angeles,05-18,34.086,-118.0348,05-18-Los Angeles
491872,Rain,Light,Los Angeles,05-18,34.086,-118.0348,05-18-Los Angeles
491873,Rain,Light,Los Angeles,05-18,34.086,-118.0348,05-18-Los Angeles
491874,Rain,Light,Los Angeles,05-18,34.086,-118.0348,05-18-Los Angeles
491883,Rain,Light,Los Angeles,06-06,34.086,-118.0348,06-06-Los Angeles
491884,Rain,Light,Los Angeles,06-06,34.086,-118.0348,06-06-Los Angeles
491886,Rain,Light,Los Angeles,06-29,34.086,-118.0348,06-29-Los Angeles
491970,Rain,Light,Los Angeles,10-25,34.086,-118.0348,10-25-Los Angeles
491997,Rain,Light,Los Angeles,11-07,34.086,-118.0348,11-07-Los Angeles
491998,Rain,Light,Los Angeles,11-07,34.086,-118.0348,11-07-Los Angeles
491999,Rain,Light,Los Angeles,11-07,34.086,-118.0348,11-07-Los Angeles
492000,Rain,Moderate,Los Angeles,11-07,34.086,-118.0348,11-07-Los Angeles
492030,Rain,Light,Los Angeles,12-03,34.086,-118.0348,12-03-Los Angeles
492032,Rain,Light,Los Angeles,12-03,34.086,-118.0348,12-03-Los Angeles
492046,Rain,Light,Los Angeles,12-14,34.086,-118.0348,12-14-Los Angeles
492047,Rain,Light,Los Angeles,12-17,34.086,-118.0348,12-17-Los Angeles
492055,Rain,Light,Los Angeles,12-24,34.086,-118.0348,12-24-Los Angeles
492056,Rain,Light,Los Angeles,12-24,34.086,-118.0348,12-24-Los Angeles
492057,Rain,Light,Los Angeles,12-24,34.086,-118.0348,12-24-Los Angeles
492058,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492060,Rain,Moderate,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492061,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492062,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492063,Rain,Moderate,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492064,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492065,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492066,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492067,Rain,Light,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492068,Rain,Moderate,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492069,Rain,Heavy,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492071,Rain,Moderate,Los Angeles,12-28,34.086,-118.0348,12-28-Los Angeles
492073,Rain,Light,Los Angeles,12-29,34.086,-118.0348,12-29-Los Angeles
492074,Rain,Moderate,Los Angeles,12-29,34.086,-118.0348,12-29-Los Angeles
492075,Rain,Light,Los Angeles,12-29,34.086,-118.0348,12-29-Los Angeles
517878,Rain,Light,Kern,01-17,34.9908,-117.8631,01-17-Kern
517879,Rain,Light,Kern,01-17,34.9908,-117.8631,01-17-Kern
517880,Rain,Light,Kern,01-17,34.9908,-117.8631,01-17-Kern
517881,Rain,Light,Kern,01-17,34.9908,-117.8631,01-17-Kern
517890,Rain,Light,Kern,01-21,34.9908,-117.8631,01-21-Kern
517891,Rain,Light,Kern,01-21,34.9908,-117.8631,01-21-Kern
517892,Rain,Light,Kern,01-21,34.9908,-117.8631,01-21-Kern
517931,Rain,Light,Kern,02-22,34.9908,-117.8631,02-22-Kern
517932,Rain,Light,Kern,02-23,34.9908,-117.8631,02-23-Kern
517933,Rain,Light,Kern,02-23,34.9908,-117.8631,02-23-Kern
517960,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517961,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517962,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517963,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517964,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517965,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517966,Rain,Light,Kern,03-10,34.9908,-117.8631,03-10-Kern
517967,Rain,Light,Kern,03-11,34.9908,-117.8631,03-11-Kern
517969,Rain,Light,Kern,03-12,34.9908,-117.8631,03-12-Kern
517970,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517971,Rain,Moderate,Kern,03-13,34.9908,-117.8631,03-13-Kern
517972,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517973,Rain,Moderate,Kern,03-13,34.9908,-117.8631,03-13-Kern
517975,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517976,Rain,Moderate,Kern,03-13,34.9908,-117.8631,03-13-Kern
517977,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517978,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517979,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517980,Rain,Light,Kern,03-13,34.9908,-117.8631,03-13-Kern
517981,Rain,Light,Kern,03-17,34.9908,-117.8631,03-17-Kern
517982,Rain,Light,Kern,03-17,34.9908,-117.8631,03-17-Kern
517983,Rain,Light,Kern,03-17,34.9908,-117.8631,03-17-Kern
517984,Rain,Light,Kern,03-17,34.9908,-117.8631,03-17-Kern
517985,Rain,Light,Kern,03-17,34.9908,-117.8631,03-17-Kern
517986,Rain,Light,Kern,03-21,34.9908,-117.8631,03-21-Kern
517987,Rain,Light,Kern,03-21,34.9908,-117.8631,03-21-Kern
517988,Rain,Light,Kern,03-21,34.9908,-117.8631,03-21-Kern
517989,Rain,Light,Kern,03-21,34.9908,-117.8631,03-21-Kern
517990,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517991,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517992,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517993,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517994,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517995,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517996,Rain,Light,Kern,03-23,34.9908,-117.8631,03-23-Kern
517997,Rain,Light,Kern,03-26,34.9908,-117.8631,03-26-Kern
517998,Rain,Light,Kern,03-26,34.9908,-117.8631,03-26-Kern
518018,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518019,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518020,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518021,Rain,Moderate,Kern,04-06,34.9908,-117.8631,04-06-Kern
518023,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518024,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518025,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518026,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518027,Rain,Light,Kern,04-06,34.9908,-117.8631,04-06-Kern
518028,Rain,Light,Kern,04-07,34.9908,-117.8631,04-07-Kern
518029,Rain,Light,Kern,04-07,34.9908,-117.8631,04-07-Kern
518030,Rain,Light,Kern,04-07,34.9908,-117.8631,04-07-Kern
518031,Rain,Light,Kern,04-08,34.9908,-117.8631,04-08-Kern
518152,Rain,Light,Kern,07-18,34.9908,-117.8631,07-18-Kern
518153,Rain,Light,Kern,07-21,34.9908,-117.8631,07-21-Kern
518157,Rain,Light,Kern,07-24,34.9908,-117.8631,07-24-Kern
518158,Rain,Light,Kern,07-24,34.9908,-117.8631,07-24-Kern
518159,Rain,Light,Kern,07-25,34.9908,-117.8631,07-25-Kern
518160,Rain,Light,Kern,07-25,34.9908,-117.8631,07-25-Kern
518161,Rain,Light,Kern,07-25,34.9908,-117.8631,07-25-Kern
518162,Rain,Light,Kern,07-25,34.9908,-117.8631,07-25-Kern
518166,Rain,Light,Kern,07-27,34.9908,-117.8631,07-27-Kern
518167,Rain,Light,Kern,07-27,34.9908,-117.8631,07-27-Kern
518188,Rain,Light,Kern,08-13,34.9908,-117.8631,08-13-Kern
518295,Rain,Light,Kern,11-07,34.9908,-117.8631,11-07-Kern
518296,Rain,Light,Kern,11-07,34.9908,-117.8631,11-07-Kern
518297,Rain,Light,Kern,11-07,34.9908,-117.8631,11-07-Kern
518375,Rain,Light,Kern,12-12,34.9908,-117.8631,12-12-Kern
518396,Rain,Light,Kern,12-28,34.9908,-117.8631,12-28-Kern
518397,Rain,Moderate,Kern,12-28,34.9908,-117.8631,12-28-Kern
518398,Rain,Light,Kern,12-28,34.9908,-117.8631,12-28-Kern
518399,Rain,Light,Kern,12-28,34.9908,-117.8631,12-28-Kern
518400,Rain,Light,Kern,12-28,34.9908,-117.8631,12-28-Kern
522568,Rain,Light,Tulare,01-05,36.3135,-119.3884,01-05-Tulare
522579,Rain,Light,Tulare,01-08,36.3135,-119.3884,01-08-Tulare
522581,Rain,Light,Tulare,01-08,36.3135,-119.3884,01-08-Tulare
522582,Rain,Light,Tulare,01-08,36.3135,-119.3884,01-08-Tulare
522584,Rain,Light,Tulare,01-09,36.3135,-119.3884,01-09-Tulare
522600,Rain,Light,Tulare,01-16,36.3135,-119.3884,01-16-Tulare
522601,Rain,Moderate,Tulare,01-17,36.3135,-119.3884,01-17-Tulare
522602,Rain,Light,Tulare,01-17,36.3135,-119.3884,01-17-Tulare
522622,Rain,Light,Tulare,01-21,36.3135,-119.3884,01-21-Tulare
522656,Rain,Light,Tulare,02-22,36.3135,-119.3884,02-22-Tulare
522657,Rain,Light,Tulare,02-22,36.3135,-119.3884,02-22-Tulare
522658,Rain,Light,Tulare,02-22,36.3135,-119.3884,02-22-Tulare
522659,Rain,Light,Tulare,02-22,36.3135,-119.3884,02-22-Tulare
522661,Rain,Light,Tulare,02-23,36.3135,-119.3884,02-23-Tulare
522666,Rain,Light,Tulare,03-06,36.3135,-119.3884,03-06-Tulare
522668,Rain,Light,Tulare,03-10,36.3135,-119.3884,03-10-Tulare
522669,Rain,Light,Tulare,03-11,36.3135,-119.3884,03-11-Tulare
522670,Rain,Moderate,Tulare,03-11,36.3135,-119.3884,03-11-Tulare
522671,Rain,Light,Tulare,03-11,36.3135,-119.3884,03-11-Tulare
522672,Rain,Light,Tulare,03-11,36.3135,-119.3884,03-11-Tulare
522679,Rain,Light,Tulare,03-14,36.3135,-119.3884,03-14-Tulare
522680,Rain,Light,Tulare,03-14,36.3135,-119.3884,03-14-Tulare
522681,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522682,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522683,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522684,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522685,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522686,Rain,Moderate,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522687,Rain,Light,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522688,Rain,Moderate,Tulare,03-16,36.3135,-119.3884,03-16-Tulare
522689,Rain,Light,Tulare,03-17,36.3135,-119.3884,03-17-Tulare
522690,Rain,Moderate,Tulare,03-17,36.3135,-119.3884,03-17-Tulare
522691,Rain,Light,Tulare,03-17,36.3135,-119.3884,03-17-Tulare
522696,Rain,Light,Tulare,03-19,36.3135,-119.3884,03-19-Tulare
522697,Rain,Light,Tulare,03-19,36.3135,-119.3884,03-19-Tulare
522698,Rain,Light,Tulare,03-19,36.3135,-119.3884,03-19-Tulare
522699,Rain,Light,Tulare,03-19,36.3135,-119.3884,03-19-Tulare
522700,Rain,Light,Tulare,03-19,36.3135,-119.3884,03-19-Tulare
522701,Rain,Light,Tulare,03-21,36.3135,-119.3884,03-21-Tulare
522702,Rain,Light,Tulare,03-21,36.3135,-119.3884,03-21-Tulare
522703,Rain,Light,Tulare,03-22,36.3135,-119.3884,03-22-Tulare
522706,Rain,Light,Tulare,03-23,36.3135,-119.3884,03-23-Tulare
522707,Rain,Light,Tulare,03-23,36.3135,-119.3884,03-23-Tulare
522708,Rain,Moderate,Tulare,03-23,36.3135,-119.3884,03-23-Tulare
522709,Rain,Light,Tulare,03-23,36.3135,-119.3884,03-23-Tulare
522710,Rain,Light,Tulare,03-24,36.3135,-119.3884,03-24-Tulare
522711,Rain,Light,Tulare,03-25,36.3135,-119.3884,03-25-Tulare
522712,Rain,Light,Tulare,03-26,36.3135,-119.3884,03-26-Tulare
522713,Rain,Light,Tulare,03-26,36.3135,-119.3884,03-26-Tulare
522715,Rain,Light,Tulare,03-29,36.3135,-119.3884,03-29-Tulare
522717,Rain,Light,Tulare,04-05,36.3135,-119.3884,04-05-Tulare
522718,Rain,Light,Tulare,04-05,36.3135,-119.3884,04-05-Tulare
522719,Rain,Moderate,Tulare,04-06,36.3135,-119.3884,04-06-Tulare
522720,Rain,Light,Tulare,04-06,36.3135,-119.3884,04-06-Tulare
522721,Rain,Light,Tulare,04-06,36.3135,-119.3884,04-06-Tulare
522722,Rain,Light,Tulare,04-07,36.3135,-119.3884,04-07-Tulare
522723,Rain,Light,Tulare,04-08,36.3135,-119.3884,04-08-Tulare
522724,Rain,Light,Tulare,04-08,36.3135,-119.3884,04-08-Tulare
522725,Rain,Light,Tulare,04-09,36.3135,-119.3884,04-09-Tulare
522726,Rain,Light,Tulare,04-09,36.3135,-119.3884,04-09-Tulare
522728,Rain,Light,Tulare,04-17,36.3135,-119.3884,04-17-Tulare
522729,Rain,Light,Tulare,04-18,36.3135,-119.3884,04-18-Tulare
522730,Rain,Light,Tulare,04-18,36.3135,-119.3884,04-18-Tulare
522731,Rain,Moderate,Tulare,04-18,36.3135,-119.3884,04-18-Tulare
522732,Rain,Light,Tulare,04-18,36.3135,-119.3884,04-18-Tulare
522735,Rain,Light,Tulare,05-18,36.3135,-119.3884,05-18-Tulare
522736,Rain,Light,Tulare,05-18,36.3135,-119.3884,05-18-Tulare
522737,Rain,Light,Tulare,05-18,36.3135,-119.3884,05-18-Tulare
522738,Rain,Light,Tulare,05-18,36.3135,-119.3884,05-18-Tulare
522742,Rain,Light,Tulare,06-06,36.3135,-119.3884,06-06-Tulare
523005,Rain,Light,Tulare,11-07,36.3135,-119.3884,11-07-Tulare
523006,Rain,Light,Tulare,11-07,36.3135,-119.3884,11-07-Tulare
523007,Rain,Light,Tulare,11-07,36.3135,-119.3884,11-07-Tulare
523063,Rain,Light,Tulare,11-18,36.3135,-119.3884,11-18-Tulare
523074,Rain,Light,Tulare,11-21,36.3135,-119.3884,11-21-Tulare
523077,Rain,Light,Tulare,11-21,36.3135,-119.3884,11-21-Tulare
523079,Rain,Light,Tulare,11-21,36.3135,-119.3884,11-21-Tulare
523161,Rain,Light,Tulare,12-12,36.3135,-119.3884,12-12-Tulare
523162,Rain,Light,Tulare,12-12,36.3135,-119.3884,12-12-Tulare
523163,Rain,Light,Tulare,12-12,36.3135,-119.3884,12-12-Tulare
523167,Rain,Light,Tulare,12-13,36.3135,-119.3884,12-13-Tulare
523168,Rain,Light,Tulare,12-13,36.3135,-119.3884,12-13-Tulare
523177,Rain,Light,Tulare,12-17,36.3135,-119.3884,12-17-Tulare
523178,Rain,Light,Tulare,12-17,36.3135,-119.3884,12-17-Tulare
523191,Rain,Light,Tulare,12-22,36.3135,-119.3884,12-22-Tulare
523194,Rain,Light,Tulare,12-23,36.3135,-119.3884,12-23-Tulare
523197,Rain,Light,Tulare,12-23,36.3135,-119.3884,12-23-Tulare
523203,Rain,Light,Tulare,12-25,36.3135,-119.3884,12-25-Tulare
523207,Rain,Light,Tulare,12-26,36.3135,-119.3884,12-26-Tulare
523208,Rain,Light,Tulare,12-27,36.3135,-119.3884,12-27-Tulare
523209,Rain,Light,Tulare,12-28,36.3135,-119.3884,12-28-Tulare
523210,Rain,Moderate,Tulare,12-28,36.3135,-119.3884,12-28-Tulare
523211,Rain,Light,Tulare,12-28,36.3135,-119.3884,12-28-Tulare
523216,Rain,Light,Tulare,12-31,36.3135,-119.3884,12-31-Tulare
523217,Rain,Light,Tulare,12-31,36.3135,-119.3884,12-31-Tulare
572726,Rain,Light,Placer,01-01,39.275,-120.7097,01-01-Placer
572728,Rain,Light,Placer,01-01,39.275,-120.7097,01-01-Placer
572826,Rain,Light,Placer,01-14,39.275,-120.7097,01-14-Placer
572870,Rain,Light,Placer,01-21,39.275,-120.7097,01-21-Placer
572875,Rain,Light,Placer,01-22,39.275,-120.7097,01-22-Placer
572877,Rain,Light,Placer,01-22,39.275,-120.7097,01-22-Placer
572878,Rain,Light,Placer,01-22,39.275,-120.7097,01-22-Placer
572879,Rain,Light,Placer,01-22,39.275,-120.7097,01-22-Placer
572881,Rain,Light,Placer,01-22,39.275,-120.7097,01-22-Placer
572883,Rain,Light,Placer,01-24,39.275,-120.7097,01-24-Placer
572884,Rain,Light,Placer,01-24,39.275,-120.7097,01-24-Placer
572886,Rain,Light,Placer,01-24,39.275,-120.7097,01-24-Placer
572890,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572892,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572893,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572894,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572895,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572896,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572897,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572898,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572899,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572900,Rain,Heavy,Placer,01-26,39.275,-120.7097,01-26-Placer
572901,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572902,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572903,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572904,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572905,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572906,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572907,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572908,Rain,Moderate,Placer,01-26,39.275,-120.7097,01-26-Placer
572909,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572911,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572913,Rain,Light,Placer,01-26,39.275,-120.7097,01-26-Placer
572925,Rain,Light,Placer,01-28,39.275,-120.7097,01-28-Placer
572926,Rain,Light,Placer,01-28,39.275,-120.7097,01-28-Placer
572946,Rain,Light,Placer,03-07,39.275,-120.7097,03-07-Placer
572948,Rain,Light,Placer,03-07,39.275,-120.7097,03-07-Placer
572950,Rain,Light,Placer,03-07,39.275,-120.7097,03-07-Placer
572952,Rain,Light,Placer,03-07,39.275,-120.7097,03-07-Placer
572992,Rain,Light,Placer,03-14,39.275,-120.7097,03-14-Placer
572993,Rain,Light,Placer,03-14,39.275,-120.7097,03-14-Placer
572995,Rain,Light,Placer,03-14,39.275,-120.7097,03-14-Placer
573036,Rain,Light,Placer,03-22,39.275,-120.7097,03-22-Placer
573037,Rain,Light,Placer,03-23,39.275,-120.7097,03-23-Placer
573038,Rain,Moderate,Placer,03-23,39.275,-120.7097,03-23-Placer
573039,Rain,Light,Placer,03-23,39.275,-120.7097,03-23-Placer
573041,Rain,Light,Placer,03-24,39.275,-120.7097,03-24-Placer
573045,Rain,Light,Placer,03-24,39.275,-120.7097,03-24-Placer
573047,Rain,Light,Placer,03-24,39.275,-120.7097,03-24-Placer
573103,Rain,Light,Placer,03-30,39.275,-120.7097,03-30-Placer
573113,Rain,Light,Placer,04-05,39.275,-120.7097,04-05-Placer
573153,Rain,Light,Placer,04-07,39.275,-120.7097,04-07-Placer
573155,Rain,Light,Placer,04-08,39.275,-120.7097,04-08-Placer
